title,industry,employment_type,experience_months,education,description,date_posted,scraped_at
AI Engineer,"Legal Tech, Software, Generative AI",FULL_TIME,60,Bachelor Degree,"<p><p><p><strong>About Eve<br></strong><br>Eve is redefining legal technology for plaintiff law firms, and we're building the team that will take us there. We help firms handle more cases, recover more for clients, and grow with AI that works across every stage of a case, from intake through resolution. The next generation of great plaintiff firms will be AI-Native, and Eve is how they get there. But what makes Eve different isn't just the product. It's how we build it. If you're someone who takes ownership, stays curious, and wants to build AI that's already changing how&nbsp;&nbsp;law is practiced, this is where you belong.</p><p><strong>Product-market fit:</strong> Eve is trusted by over 1000+ law firms, and we’re growing fast.<br><strong>Backed by top investors:</strong> We’ve raised over $160M from world-class partners including Spark Capital, Andreessen Horowitz(A16z), Menlo Ventures, and Lightspeed.<br><strong>Built by a world-class team: </strong>Engineers, designers, and operators from places like Scale, Meta, Airbnb, Cruise, Square, Rubrik, and Lyft are building Eve from the ground up.<br><strong>AI-Native from day one: </strong>We’re on the bleeding edge of AI, collaborating directly with teams at OpenAI and Anthropic to build best-in-class AI workflows tailored for legal work.<br><strong>Explosive growth:</strong> We are growing 2X revenue Quarter over Quarter.</p></p></p><p><span><strong>About the Role:<br></strong></span>AI at Eve isn't a feature — it's the foundation. As an AI Engineer, you'll be working at the intersection of cutting-edge model development and real-world legal workflows, building systems that handle the kind of complex, high-stakes reasoning that most AI products never have to touch. This role is for someone who wants to own the full stack — from data curation and fine-tuning to evaluation and production deployment — and who gets energized by problems that don't have clean answers yet.<span><strong><br>What You'll Do:</strong></span></p><ul><li><strong>Develop AI-Powered Solutions:</strong>&nbsp;Design and implement AI systems that understand, analyze, and provide intelligent assistance across various legal tasks and queries.</li><li><strong>Optimize and Integrate Models:</strong>&nbsp; Fine-tune models on high-quality, domain-specific data (code, natural language, product usage signals)</li><li><strong>Advance AI Reasoning:</strong>&nbsp;Improve the reasoning capabilities of our AI systems to enhance decision-making and support complex legal domains</li><li><strong>Collaboration:</strong> Work closely with product engineers to integrate models into real user-facing features. Partner closely with legal professionals to translate their expertise into technical requirements, tailoring AI solutions to legal industry needs.</li><li><strong>Build Rigorous Evaluation Frameworks:</strong>&nbsp;Establish frameworks that rigorously measure and evaluate AI performance, ensuring meaningful, reliable outcomes.&nbsp;</li></ul><p><span><strong>What We're Looking For:</strong></span></p><ul><li><strong>Educational Background:</strong>&nbsp;Bachelor’s or Master’s degree in Machine Learning, Artificial Intelligence, Computer Science, or a related field.</li><li><strong>Experience in Complex AI Systems:</strong>&nbsp;Proven experience developing advanced AI systems, particularly those that deconstruct complex tasks into manageable steps. Shipped ML systems in production, with real users and high uptime.</li><li><strong>Expertise in Model Optimization:</strong>&nbsp;Proficiency in optimizing and fine-tuning foundational models, with a desire to push AI capabilities forward.</li><li><strong>Analytical Skills:</strong>&nbsp;Strong ability to measure impactful metrics and build frameworks to assess AI performance effectively.</li><li><strong>Problem-Solving Skills:</strong>&nbsp;Skilled in integrating various models and tools to create robust solutions for real-world applications.</li></ul><p><p><p><p><em>Final compensation will be determined based on a variety of factors, including but not limited to relevant experience, skills, interview performance, and the scope and level of the role and candidate.</em></p></p><p>US Base Salary Range</p><p><span>$195,000</span><span>—</span><span>$300,000 USD</span></p></p></p><p><p><p><strong>Benefits</strong></p><p>💰 Competitive Salary &amp; Equity<br>💹 401(k) Program with Employer Matching<br>⚕️ Health, Dental, Vision and Life Insurance<br>🩼 Short Term and Long Term Disability<br>🚗 Commuter Benefits*<br>🧑‍💻 Autonomous Work Environment<br>🖥️ Workplace Setup Reimbursement<br>🏠 Telecomm Stipend<br>🏝 Flexible Time Off (FTO) + Holidays<br>🚀 Quarterly Team Gatherings<br>🥪 In office Perks*</p><span><em>*In office employees only</em></span></p><p><p><span><em>Eve Legal is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy, sexual orientation, or gender identity), national origin, age, disability, genetic information, veteran status, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation during the application process, reach out to your recruiter.<br></em></span></p><p><span><em>We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.</em></span></p></p></p>",2026-04-17,2026-04-17 23:55
AI Engineer,"Artificial Intelligence, Cloud, Machine Learning, Natural Language Processing, Software, App development, Conversational AI",FULL_TIME,108,Bachelor Degree,"<p><strong>Pay:</strong> $180,000.00 - $200,000.00 per year</p><p><strong>Job description:</strong></p><p>Founding AI/Full-Stack Engineer (Hands on IC)</p><p><strong>Location:</strong> San Francisco, CA (In Office)<br><strong>Compensation:</strong> $180K–$200K + future leadership/growth path</p><p><strong>Type:</strong> Full-Time | IC</p><p>About Abby Connect</p><p>Abby Connect is a fast-growing customer experience company helping small businesses deliver personal, professional, and scalable communication. Our live receptionist services have powered thousands of client interactions every day for over a decade, and we’re now expanding our technology portfolio with <strong>AI-driven products</strong> that combine human empathy with intelligent automation.</p><p>The <strong>AI Receptionist Platform</strong> is Abby Connect’s latest innovation — an intelligent voice system that manages scheduling, intake, and communication in natural conversation. It’s a critical part of our long-term strategy to redefine how businesses handle customer calls.</p><p><strong>The Role</strong></p><p>We’re hiring an <strong>internal AI/full-stack engineer</strong> to take ownership of the AI Receptionist platform.<br>This is a <strong>high-impact, hands-on engineering role</strong>, not a management or architecture-only position.</p><p>You will:</p><ul><li>Build, optimize, and extend our LLM-powered voice receptionist</li><li>Own architecture <i>and</i> implementation across backend, AI/RAG pipelines, and integrations</li><li>Partner directly with the CEO on strategy and execution</li><li>Review, enforce, and raise engineering quality across our outsourced team</li><li>Ship production-grade features quickly with strong reliability and observability</li><li>Eventually grow into a leadership role — after you’ve built the foundation</li></ul><p><strong>What You’ll Do</strong></p><p>AI / LLM Engineering</p><ul><li>Own RAG, vector search, retrieval quality, hallucination mitigation, and evaluation pipelines</li><li>Integrate LLMs (OpenAI, Anthropic, etc.) with tools, memory, and business logic</li><li>Build agent workflows and voice orchestration</li><li>Optimize latency, cost, and accuracy at scale</li></ul><p>Backend &amp; Full-Stack Engineering</p><ul><li>Build and maintain modern, production-grade microservices</li><li>Work primarily in <strong>TypeScript, Python, and React</strong></li><li>Improve observability, logging, monitoring, CI/CD, and test automation</li><li>Make heavy use of queues, caching, async pipelines, and distributed systems patterns</li></ul><p>Voice AI / Telephony</p><ul><li>Integrate STT/TTS (ElevenLabs, Whisper, etc.)</li><li>Work with telephony partners (Twilio, SIP, WebRTC)</li></ul><p>Cross-Functional &amp; Leadership</p><ul><li>Work directly with the CEO &amp; Product Manager</li><li>Collaborate with operations, voice partners, and support teams</li><li>Review and guide our outsourced engineering vendor (Scopic)</li><li>Be the technical owner until future hires join</li></ul><p><strong>Who We're Looking For:</strong></p><p>Required</p><ul><li><strong>5+ years of hands-on software engineering (not architectural-only)</strong></li><li>Strong backend engineering foundation (TypeScript or Python)</li><li><strong>Proven experience in at least 2 of the following:</strong></li><li>RAG pipelines (FAISS, Pinecone, Weaviate, Chroma)</li><li>LLM agent workflows (LangChain, CrewAI, custom)</li><li>Vector DB design, chunking, embedding pipelines</li><li>LLM integration &amp; evaluation</li><li>Experience shipping production systems (ideally v1 builds)</li><li>Comfortable working in a fast-moving, ambiguous environment</li><li>Strong debugging, code-review, and architecture instincts</li></ul><p>Bonus, but very valuable</p><ul><li>Voice AI (ElevenLabs, Whisper, Tymeshift, Twilio Voice, SIP, WebRTC)</li><li>Realtime or event-driven systems</li><li>Experience at an early-stage startup</li><li>Experience managing or improving outsourced engineering teams</li></ul><p>This might not be for you if:</p><ul><li>Pure “Principal Architect,” “Lead,” or “Manager” roles with little day-to-day coding</li><li>Anyone who hasn’t built RAG or agent systems</li><li>Enterprise-only engineers with no startup/v1 experience</li><li>You prefer strategy/leadership over coding</li></ul><p><strong>Why Join Abby Connect</strong></p><ul><li>Impact: You’ll play a key role in the next phase of Abby Connect’s growth — driving the technology behind a product already in market.</li><li>Stability + Innovation: We’re profitable, established, and expanding into new AI-driven lines of business.</li><li>Ownership: Influence architectural decisions and shape how we scale our technology and team.</li><li>Mission: We believe the future of customer service combines human understanding with AI precision.</li><li>Collaboration: Work closely with executive leadership to bridge product, AI, and operations.</li></ul><p><strong>Compensation &amp; Benefits</strong></p><ul><li>Competitive SF-based salary: $180K–$200K</li><li>Comprehensive health, dental, and vision insurance</li><li>Paid holidays + flexible PTO</li><li>Growth path into future engineering leadership</li></ul><p><strong>Abby Connect’s Values</strong></p><ul><li>Human first: We build technology that amplifies human connection.</li><li>Own the outcome: We take initiative, not orders.</li><li>Learn fast: We test, iterate, and adapt.</li><li>Collaborate openly: Everyone has a voice in shaping the product and company</li></ul><p>Job Type: Full-time</p><p>Benefits:</p><p>&nbsp;</p><ul><li>401(k)</li><li>401(k) matching</li><li>Dental insurance</li><li>Employee assistance program</li><li>Health insurance</li><li>Life insurance</li><li>Paid time off</li><li>Parental leave</li><li>Referral program</li><li>Retirement plan</li><li>Vision insurance</li></ul><p>&nbsp;</p><p>Application Question(s):</p><ul><li>Are you located in San Francisco or within commutable distance? This is an in person role in our San Francisco office.</li><li>Can you describe a recent project where you personally built and shipped an AI/LLM feature (e.g., RAG pipeline, agent workflow, LLM-integrated API)?</li><li>Are you comfortable writing production-level code daily in either TypeScript or Python?</li><li>Have you directly implemented vector search or retrieval-augmented generation (RAG) using tools like Pinecone, Weaviate, FAISS, Qdrant, or a similar vector DB?</li><li>Do you have experience working in a fast-paced startup or small engineering team where you owned features end-to-end (architecture → code → testing → deployment)?</li></ul><p>&nbsp;</p><p>Work Location: In person</p>",2026-04-17,2026-04-17 23:55
Principal Agentic AI Engineer,"AdTech, Artificial Intelligence, Marketing Tech, Software, Analytics",FULL_TIME,120,Bachelor Degree,"<p><strong>WHO WE ARE&nbsp;</strong></p><p>Zeta Global (NYSE: ZETA) is the AI-Powered Marketing Cloud that leverages advanced artificial intelligence (AI) and trillions of consumer signals to make it easier for marketers to acquire, grow, and retain customers more efficiently. Through the Zeta Marketing Platform (ZMP), our vision is to make sophisticated marketing simple by unifying identity, intelligence, and omnichannel activation into a single platform – powered by one of the industry’s largest proprietary databases and AI. Our enterprise customers across multiple verticals are empowered to personalize experiences with consumers at an individual level across every channel, delivering better results for marketing programs. Zeta was founded in 2007 by David A. Steinberg and John Sculley and is headquartered in New York City with offices around the world. To learn more, go to www.zetaglobal.com.</p><p><strong><span><span>Role Snapshot</span></span></strong><span>&nbsp;</span></p><p><span>We’re&nbsp;hiring a hands-on Agentic AI engineer to build&nbsp;</span><strong><span>bidder-adjacent agents</span></strong><span>&nbsp;that improve campaign performance using&nbsp;</span><strong><span>RAG + tool-using workflows</span></strong><span>&nbsp;in a closed-loop&nbsp;</span><strong><span>ACE (Observe → Reason → Act → Evaluate)</span></strong><span>. This is not a classic “train a model and deploy it” role—this is agentic decisioning + evaluation + safety in a low-latency AdTech environment.</span><span>&nbsp;</span></p><p><strong><span><span>What&nbsp;</span><span>You’ll</span><span>&nbsp;Do</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>Build bidder-adjacent agentic workflows that recommend/execute campaign control actions (targeting constraints, budget &amp; pacing levers, bid modifiers, supply/inventory&nbsp;</span><span>selection</span><span>, creative routing).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Implement production-grade RAG: retrieval from policies/playbooks, campaign history, aggregates, and near-real-time telemetry;&nbsp;</span><span>optimize</span><span>&nbsp;grounding and reduce hallucinations.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Create safe tool/action interfaces: idempotent execution, audit logs,&nbsp;</span><span>dry-run</span><span>&nbsp;+ approval gates, rate limits, rollback/fallback behaviors.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Own&nbsp;</span><span>AgentOps</span><span>: eval harnesses, regression suites, online experimentation (A/B), metrics tied to outcomes (CPA/ROAS, pacing, quality, margin).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Add observability end-to-end (tracing prompts/retrieval/tool calls/latency) and reliability patterns (timeouts, circuit breakers, safe defaults).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Partner with Backend/Bidding, Data Platform, DS/Optimization, Product, and SRE to define the boundary between deterministic per-request bidding and agent-driven control-plane decisions.</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Must-Have Qualifications</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>10+ years building production backend and/or applied AI systems (design → ship → </span><span>operate</span><span>).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Strong engineering in Java or Go (Python OK for evals/tooling).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Hands-on experience with LLMs and agentic patterns (tool use, structured outputs, multi-step loops).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Hands-on RAG experience (embeddings, hybrid retrieval, reranking, chunking, context assembly).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience building evals and monitoring&nbsp;</span><span>for</span><span>&nbsp;AI systems (offline benchmarks + online experiments).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Cloud + distributed systems fundamentals (APIs, microservices, streaming/</span><span>eventing</span><span>; AWS preferred).</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Nice-to-Have</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>Programmatic advertising (DSP/SSP/RTB) or other high-scale real-time decisioning domains.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience with safety/policy enforcement for agent tools (prompt/tool sanitization, allowlists, schema validation).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience designing “AI control plane” systems that influence production outcomes while keeping serving paths stable.</span></span><span>&nbsp;</span></li><li><span><span>Familiarity with experimentation platforms, feature stores, and large-scale telemetry pipelines.</span></span><span>&nbsp;</span></li></ul><p><strong>BENEFITS &amp; PERKS</strong></p><ul><li>Unlimited PTO</li><li>Excellent medical, dental, and vision coverage</li><li>Employee Equity</li><li>Employee Discounts, Virtual Wellness Classes, and Pet Insurance And more!!</li></ul><p><strong>SALARY RANGE</strong></p><p>The salary range for this role is $220,000 - $250,000, depending on location and experience.&nbsp;</p><p><strong>PEOPLE &amp; CULTURE AT ZETA</strong></p><p>Zeta considers applicants for employment without regard to, and does not discriminate on the basis of an individual’s sex, race, color, religion, age, disability, status as a veteran, or national or ethnic origin; nor does Zeta discriminate on the basis of sexual orientation, gender identity or expression.&nbsp;&nbsp;</p><p>We’re committed to building a workplace culture of trust and belonging, so everyone feels invited to bring their whole selves to work. We provide a forum for employees to celebrate, support and advocate for one another. Learn more about our commitment to diversity, equity and inclusion here:&nbsp; https://zetaglobal.com/blog/a-look-into-zetas-ergs/&nbsp;</p><p><strong>ZETA IN THE NEWS!</strong></p><p>https://zetaglobal.com/press/?cat=press-releases&nbsp;</p><p>#LI-YW1</p>",2026-04-17,2026-04-17 23:55
Senior Agentic AI Engineer,"AdTech, Artificial Intelligence, Marketing Tech, Software, Analytics",FULL_TIME,108,Bachelor Degree,"<p><strong>WHO WE ARE&nbsp;</strong></p><p>Zeta Global (NYSE: ZETA) is the AI-Powered Marketing Cloud that leverages advanced artificial intelligence (AI) and trillions of consumer signals to make it easier for marketers to acquire, grow, and retain customers more efficiently. Through the Zeta Marketing Platform (ZMP), our vision is to make sophisticated marketing simple by unifying identity, intelligence, and omnichannel activation into a single platform – powered by one of the industry’s largest proprietary databases and AI. Our enterprise customers across multiple verticals are empowered to personalize experiences with consumers at an individual level across every channel, delivering better results for marketing programs. Zeta was founded in 2007 by David A. Steinberg and John Sculley and is headquartered in New York City with offices around the world. To learn more, go to www.zetaglobal.com.</p><p><strong><span><span>Role Snapshot</span></span></strong><span>&nbsp;</span></p><p><span>We’re&nbsp;hiring a hands-on Agentic AI engineer to build&nbsp;</span><strong><span>bidder-adjacent agents</span></strong><span>&nbsp;that improve campaign performance using&nbsp;</span><strong><span>RAG + tool-using workflows</span></strong><span>&nbsp;in a closed-loop&nbsp;</span><strong><span>ACE (Observe → Reason → Act → Evaluate)</span></strong><span>. This is not a classic “train a model and deploy it” role—this is agentic decisioning + evaluation + safety in a low-latency AdTech environment.</span><span>&nbsp;</span></p><p><strong><span><span>What&nbsp;</span><span>You’ll</span><span>&nbsp;Do</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>Build bidder-adjacent agentic workflows that recommend/execute campaign control actions (targeting constraints, budget &amp; pacing levers, bid modifiers, supply/inventory&nbsp;</span><span>selection</span><span>, creative routing).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Implement production-grade RAG: retrieval from policies/playbooks, campaign history, aggregates, and near-real-time telemetry;&nbsp;</span><span>optimize</span><span>&nbsp;grounding and reduce hallucinations.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Create safe tool/action interfaces: idempotent execution, audit logs,&nbsp;</span><span>dry-run</span><span>&nbsp;+ approval gates, rate limits, rollback/fallback behaviors.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Own&nbsp;</span><span>AgentOps</span><span>: eval harnesses, regression suites, online experimentation (A/B), metrics tied to outcomes (CPA/ROAS, pacing, quality, margin).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Add observability end-to-end (tracing prompts/retrieval/tool calls/latency) and reliability patterns (timeouts, circuit breakers, safe defaults).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Partner with Backend/Bidding, Data Platform, DS/Optimization, Product, and SRE to define the boundary between deterministic per-request bidding and agent-driven control-plane decisions.</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Must-Have Qualifications</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>5+ years building production backend and/or applied AI systems (design → ship →&nbsp;</span><span>operate</span><span>).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Strong engineering in Java or Go (Python OK for evals/tooling).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Hands-on experience with LLMs and agentic patterns (tool use, structured outputs, multi-step loops).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Hands-on RAG experience (embeddings, hybrid retrieval, reranking, chunking, context assembly).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience building evals and monitoring&nbsp;</span><span>for</span><span>&nbsp;AI systems (offline benchmarks + online experiments).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Cloud + distributed systems fundamentals (APIs, microservices, streaming/</span><span>eventing</span><span>; AWS preferred).</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Nice-to-Have</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>Programmatic advertising (DSP/SSP/RTB) or other high-scale real-time decisioning domains.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience with safety/policy enforcement for agent tools (prompt/tool sanitization, allowlists, schema validation).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience designing “AI control plane” systems that influence production outcomes while keeping serving paths stable.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Familiarity with experimentation platforms, feature stores, and large-scale telemetry pipelines.</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Keywords (for sourcing)</span></span></strong><span>&nbsp;</span></p><p><span>Agentic AI, RAG, LLM tool use, bid optimization, pacing, targeting, control plane, evals, observability, RTB/DSP, Java/Go, AWS, streaming telemetry</span><span>&nbsp;</span></p><p><strong>BENEFITS &amp; PERKS</strong></p><ul><li>Unlimited PTO</li><li>Excellent medical, dental, and vision coverage</li><li>Employee Equity</li><li>Employee Discounts, Virtual Wellness Classes, and Pet Insurance And more!!</li></ul><p><strong>SALARY RANGE</strong></p><p>The salary range for this role is $150,000 - $180,000,&nbsp;depending on location and experience.&nbsp;</p><p><strong>PEOPLE &amp; CULTURE AT ZETA</strong></p><p>Zeta considers applicants for employment without regard to, and does not discriminate on the basis of an individual’s sex, race, color, religion, age, disability, status as a veteran, or national or ethnic origin; nor does Zeta discriminate on the basis of sexual orientation, gender identity or expression.&nbsp;&nbsp;</p><p>We’re committed to building a workplace culture of trust and belonging, so everyone feels invited to bring their whole selves to work. We provide a forum for employees to celebrate, support and advocate for one another. Learn more about our commitment to diversity, equity and inclusion here:&nbsp; https://zetaglobal.com/blog/a-look-into-zetas-ergs/&nbsp;</p><p><strong>ZETA IN THE NEWS!</strong></p><p>https://zetaglobal.com/press/?cat=press-releases&nbsp;</p><p>#LI-YW1</p>",2026-04-17,2026-04-17 23:55
Principal Agentic AI Engineer,"AdTech, Artificial Intelligence, Marketing Tech, Software, Analytics",FULL_TIME,120,Bachelor Degree,"<p><strong>WHO WE ARE&nbsp;</strong></p><p>Zeta Global (NYSE: ZETA) is the AI-Powered Marketing Cloud that leverages advanced artificial intelligence (AI) and trillions of consumer signals to make it easier for marketers to acquire, grow, and retain customers more efficiently. Through the Zeta Marketing Platform (ZMP), our vision is to make sophisticated marketing simple by unifying identity, intelligence, and omnichannel activation into a single platform – powered by one of the industry’s largest proprietary databases and AI. Our enterprise customers across multiple verticals are empowered to personalize experiences with consumers at an individual level across every channel, delivering better results for marketing programs. Zeta was founded in 2007 by David A. Steinberg and John Sculley and is headquartered in New York City with offices around the world. To learn more, go to www.zetaglobal.com.</p><p><strong><span><span>Role Snapshot</span></span></strong><span>&nbsp;</span></p><p><span>We’re&nbsp;hiring a hands-on Agentic AI engineer to build&nbsp;</span><strong><span>bidder-adjacent agents</span></strong><span>&nbsp;that improve campaign performance using&nbsp;</span><strong><span>RAG + tool-using workflows</span></strong><span>&nbsp;in a closed-loop&nbsp;</span><strong><span>ACE (Observe → Reason → Act → Evaluate)</span></strong><span>. This is not a classic “train a model and deploy it” role—this is agentic decisioning + evaluation + safety in a low-latency AdTech environment.</span><span>&nbsp;</span></p><p><strong><span><span>What&nbsp;</span><span>You’ll</span><span>&nbsp;Do</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>Build bidder-adjacent agentic workflows that recommend/execute campaign control actions (targeting constraints, budget &amp; pacing levers, bid modifiers, supply/inventory&nbsp;</span><span>selection</span><span>, creative routing).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Implement production-grade RAG: retrieval from policies/playbooks, campaign history, aggregates, and near-real-time telemetry;&nbsp;</span><span>optimize</span><span>&nbsp;grounding and reduce hallucinations.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Create safe tool/action interfaces: idempotent execution, audit logs,&nbsp;</span><span>dry-run</span><span>&nbsp;+ approval gates, rate limits, rollback/fallback behaviors.</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Own&nbsp;</span><span>AgentOps</span><span>: eval harnesses, regression suites, online experimentation (A/B), metrics tied to outcomes (CPA/ROAS, pacing, quality, margin).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Add observability end-to-end (tracing prompts/retrieval/tool calls/latency) and reliability patterns (timeouts, circuit breakers, safe defaults).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Partner with Backend/Bidding, Data Platform, DS/Optimization, Product, and SRE to define the boundary between deterministic per-request bidding and agent-driven control-plane decisions.</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Must-Have Qualifications</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>10+ years building production backend and/or applied AI systems (design → ship → </span><span>operate</span><span>).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Strong engineering in Java or Go (Python OK for evals/tooling).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Hands-on experience with LLMs and agentic patterns (tool use, structured outputs, multi-step loops).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Hands-on RAG experience (embeddings, hybrid retrieval, reranking, chunking, context assembly).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience building evals and monitoring&nbsp;</span><span>for</span><span>&nbsp;AI systems (offline benchmarks + online experiments).</span></span><span>&nbsp;</span></li></ul><ul><li><span><span>Cloud + distributed systems fundamentals (APIs, microservices, streaming/</span><span>eventing</span><span>; AWS preferred).</span></span><span>&nbsp;</span></li></ul><p><strong><span><span>Nice-to-Have</span></span></strong><span>&nbsp;</span></p><ul><li><span><span>Programmatic advertising (DSP/SSP/RTB) or other high-scale real-time decisioning domains.</span></span> </li><li><span>Experience with safety/policy enforcement for agent tools (prompt/tool sanitization, allowlists, schema validation).</span><span>&nbsp;</span></li></ul><ul><li><span><span>Experience designing “AI control plane” systems that influence production outcomes while keeping serving paths stable.</span></span><span>&nbsp;</span></li><li><span><span>Familiarity with experimentation platforms, feature stores, and large-scale telemetry pipelines.</span></span><span>&nbsp;</span></li></ul><p><strong>BENEFITS &amp; PERKS</strong></p><ul><li>Unlimited PTO</li><li>Excellent medical, dental, and vision coverage</li><li>Employee Equity</li><li>Employee Discounts, Virtual Wellness Classes, and Pet Insurance And more!!</li></ul><p><strong>SALARY RANGE</strong></p><p>The salary range for this role is $220,000 - $250,000, depending on location and experience.&nbsp;</p><p><strong>PEOPLE &amp; CULTURE AT ZETA</strong></p><p>Zeta considers applicants for employment without regard to, and does not discriminate on the basis of an individual’s sex, race, color, religion, age, disability, status as a veteran, or national or ethnic origin; nor does Zeta discriminate on the basis of sexual orientation, gender identity or expression.&nbsp;&nbsp;</p><p>We’re committed to building a workplace culture of trust and belonging, so everyone feels invited to bring their whole selves to work. We provide a forum for employees to celebrate, support and advocate for one another. Learn more about our commitment to diversity, equity and inclusion here:&nbsp; https://zetaglobal.com/blog/a-look-into-zetas-ergs/&nbsp;</p><p><strong>ZETA IN THE NEWS!</strong></p><p>https://zetaglobal.com/press/?cat=press-releases&nbsp;</p><p>#LI-YW1</p>",2026-04-17,2026-04-17 23:55
